,raw,clean,lemmas,color,gender
10946,Opc Bronze Kada,opc bronze kada,opc bronze kada,[],[]
10947,MKB Fabric Bangle,mkb fabric bangle,mkb fabric bangle,[],[]
10948,Mast & Harbour Gold Enamel Cuff,mast  harbour gold enamel cuff,mast harbour gold enamel cuff,['gold'],[]
10949,Crazytowear Metal Bangle Set,crazytowear metal bangle set,crazytowear metal bangle set,[],[]
10950,Leshya Brass Brass Bangle Set,leshya brass brass bangle set,leshya brass brass bangle set,[],[]
10951,R18jewels-Fashion&U Metal Crystal Bangle,r18jewelsfashionu metal crystal bangle,r18jewelsfashionu metal crystal bangle,[],[]
10952,"Alysa Brass, Copper Cubic Zirconia, Emerald 18K Yellow Gold, Rhodium Bangle Set",alysa brass copper cubic zirconia emerald 18k yellow gold rhodium bangle set,alysa brass copper cubic zirconia emerald 18k yellow gold rhodium bangle set,"['yellow', 'gold']",[]
10953,Zobello Leather Bracelet,zobello leather bracelet,zobello leather bracelet,[],[]
10954,Fashion Infinite Brass Cuff,fashion infinite brass cuff,fashion infinite brass cuff,[],[]
10955,Jewels Mountain Sterling Silver Zircon Bracelet,jewels mountain sterling silver zircon bracelet,jewel mountain sterling silver zircon bracelet,['silver'],[]
10956,Kyra Alloy Zircon Rhodium Bracelet,kyra alloy zircon rhodium bracelet,kyra alloy zircon rhodium bracelet,[],[]
10957,MB Cotton Set of Towels,mb cotton set of towels,mb cotton set of towel,[],[]
10958,Raymond Solid V-neck Casual Men's Sweater,raymond solid vneck casual mens sweater,raymond solid vneck casual men sweater,[],[]
10959,Jaipur Raga Floral Cushions Cover,jaipur raga floral cushions cover,jaipur raga floral cushion cover,[],[]
10960,Shadi Bazaar Acrylic Chudas,shadi bazaar acrylic chudas,shadi bazaar acrylic chudas,[],[]
10961,JBG Home Store Cotton Face Towel,jbg home store cotton face towel,jbg home store cotton face towel,[],[]
10962,Rehoboth Cotton Hand Towel Set,rehoboth cotton hand towel set,rehoboth cotton hand towel set,[],[]
10963,Durga Home Trendz Cotton Hand Towel,durga home trendz cotton hand towel,durga home trendz cotton hand towel,[],[]
10964,Shahi Handicraft Plastic Chudas,shahi handicraft plastic chudas,shahi handicraft plastic chudas,[],[]
10965,MicroCotton Cotton Hand Towel Set,microcotton cotton hand towel set,microcotton cotton hand towel set,[],[]
10966,Indoart Acrylic Cubic Zirconia Chudas,indoart acrylic cubic zirconia chudas,indoart acrylic cubic zirconia chudas,[],[]
10967,Kuhuk Silk Dori Bangle Set,kuhuk silk dori bangle set,kuhuk silk dori bangle set,[],[]
10968,"My Design Acrylic, Alloy Chudas",my design acrylic alloy chudas,my design acrylic alloy chudas,[],[]
10969,Vidhya Kangan Acrylic Enamel Bangle Set,vidhya kangan acrylic enamel bangle set,vidhya kangan acrylic enamel bangle set,[],[]
10970,My Design Acrylic Chudas,my design acrylic chudas,my design acrylic chudas,[],[]
10971,Vidhya Kangan Brass Yellow Gold Bracelet,vidhya kangan brass yellow gold bracelet,vidhya kangan brass yellow gold bracelet,"['yellow', 'gold']",[]
10972,Live In Slim Fit Men's Trousers,live in slim fit mens trousers,live in slim fit men trouser,[],[]
10973,Anjan Brass Cubic Zirconia Yellow Gold Kada,anjan brass cubic zirconia yellow gold kada,anjan brass cubic zirconia yellow gold kada,"['yellow', 'gold']",[]
10974,Voylla Alloy Cubic Zirconia Yellow Gold Kada,voylla alloy cubic zirconia yellow gold kada,voylla alloy cubic zirconia yellow gold kada,"['yellow', 'gold']",[]
10975,The Fine World Metal Zircon Brass Bangle Set,the fine world metal zircon brass bangle set,the fine world metal zircon brass bangle set,[],[]
10976,Eclat Brass Yellow Gold Bracelet,eclat brass yellow gold bracelet,eclat brass yellow gold bracelet,"['yellow', 'gold']",[]
10977,Sahej Metal Bracelet,sahej metal bracelet,sahej metal bracelet,[],[]
10978,Arip Metal Rhodium Bracelet,arip metal rhodium bracelet,arip metal rhodium bracelet,[],[]
10979,Krishna Creation Metal Bracelet,krishna creation metal bracelet,krishna creation metal bracelet,[],[]
10980,Pink Rose Metal Bracelet,pink rose metal bracelet,pink rose metal bracelet,['pink'],[]
10981,Fashion Era Metal Bracelet,fashion era metal bracelet,fashion era metal bracelet,[],[]
10982,Leppy Metal Bracelet,leppy metal bracelet,leppy metal bracelet,[],[]
10983,Jewelz Metal Yellow Gold Bracelet,jewelz metal yellow gold bracelet,jewelz metal yellow gold bracelet,"['yellow', 'gold']",[]
10984,SRSB Metal Bracelet,srsb metal bracelet,srsb metal bracelet,[],[]
10985,Homeshopeez Metal Bracelet,homeshopeez metal bracelet,homeshopeez metal bracelet,[],[]
10986,Waama Jewels Metal Cubic Zirconia Yellow Gold Bracelet,waama jewels metal cubic zirconia yellow gold bracelet,waama jewel metal cubic zirconia yellow gold bracelet,"['yellow', 'gold']",[]
10987,The Fine World Metal Zircon Yellow Gold Bracelet,the fine world metal zircon yellow gold bracelet,the fine world metal zircon yellow gold bracelet,"['yellow', 'gold']",[]
10988,Saffron Craft Alloy Kada,saffron craft alloy kada,saffron craft alloy kada,[],[]
10989,Right Abstract Cushions Cover,right abstract cushions cover,right abstract cushion cover,[],[]
10990,The Art Jewellery Pleasing Circular CZ Brass Jewel Set,the art jewellery pleasing circular cz brass jewel set,the art jewellery pleasing circular cz brass jewel set,[],[]
10991,Just Linen Cotton Bath Towel,just linen cotton bath towel,just linen cotton bath towel,['linen'],[]
10992,Gran Cotton Bath Towel,gran cotton bath towel,gran cotton bath towel,[],[]
10993,MicroCotton Cotton Bath Towel,microcotton cotton bath towel,microcotton cotton bath towel,[],[]
10994,Uber Urban Slim Fit Men's Trousers,uber urban slim fit mens trousers,uber urban slim fit men trouser,[],[]
10995,Soulxpressions Metal Pearl Bracelet,soulxpressions metal pearl bracelet,soulxpressions metal pearl bracelet,[],[]
10996,Bajya Stainless Steel Kada,bajya stainless steel kada,bajya stainless steel kada,[],[]
10997,99HomeMart Metal Cubic Zirconia Kada,99homemart metal cubic zirconia kada,99homemart metal cubic zirconia kada,[],[]
10998,"Pissara Alloy Cubic Zirconia Rhodium, 18K Yellow Gold Kada",pissara alloy cubic zirconia rhodium 18k yellow gold kada,pissara alloy cubic zirconia rhodium 18k yellow gold kada,"['yellow', 'gold']",[]
10999,Meenaz Alloy Cubic Zirconia Brass Bangle Set,meenaz alloy cubic zirconia brass bangle set,meenaz alloy cubic zirconia brass bangle set,[],[]
11000,99HomeMart Alloy Cubic Zirconia Bangle Set,99homemart alloy cubic zirconia bangle set,99homemart alloy cubic zirconia bangle set,[],[]
11001,99HomeMart Metal Cubic Zirconia Bangle,99homemart metal cubic zirconia bangle,99homemart metal cubic zirconia bangle,[],[]
11002,Trident Cotton Bath Towel,trident cotton bath towel,trident cotton bath towel,[],[]
11003,Bombay Dyeing Cotton Bath Towel,bombay dyeing cotton bath towel,bombay dyeing cotton bath towel,[],[]
11004,Peora Sanmita Gold Plated Alloy Jewel Set,peora sanmita gold plated alloy jewel set,peora sanmita gold plated alloy jewel set,['gold'],[]
11005,Shagun Trends Brass Diamond Yellow Gold Bangle Set,shagun trends brass diamond yellow gold bangle set,shagun trend brass diamond yellow gold bangle set,"['yellow', 'gold']",[]
11006,Adimani Alloy Bangle,adimani alloy bangle,adimani alloy bangle,[],[]
11007,Svvelte Alloy Bangle,svvelte alloy bangle,svvelte alloy bangle,[],[]
11008,Royalminchem Alloy Bangle Set,royalminchem alloy bangle set,royalminchem alloy bangle set,[],[]
11009,Royalminchem Metal Bangle Set,royalminchem metal bangle set,royalminchem metal bangle set,[],[]
11010,Adimani Alloy Bangle Set,adimani alloy bangle set,adimani alloy bangle set,[],[]
11011,Disney Brass Cubic Zirconia Rhodium Bracelet,disney brass cubic zirconia rhodium bracelet,disney brass cubic zirconia rhodium bracelet,[],[]
11012,Rustic India Geometric Cushions Cover,rustic india geometric cushions cover,rustic india geometric cushion cover,[],[]
11013,Rajrang Geometric Cushions Cover,rajrang geometric cushions cover,rajrang geometric cushion cover,[],[]
11014,Home Attraction Geometric Cushions Cover,home attraction geometric cushions cover,home attraction geometric cushion cover,[],[]
11015,Status Quo Solid Round Neck Casual Men's Sweater,status quo solid round neck casual mens sweater,status quo solid round neck casual men sweater,[],[]
11016,"Leebonee Geometric Print, Solid V-neck Casual Men's Sweater",leebonee geometric print solid vneck casual mens sweater,leebonee geometric print solid vneck casual men sweater,[],[]
11017,Eprilla Solid V-neck Casual Men's Sweater,eprilla solid vneck casual mens sweater,eprilla solid vneck casual men sweater,[],[]
11018,Montana Mtn 94 Spray Paint Bottle,montana mtn 94 spray paint bottle,montana mtn 94 spray paint bottle,[],[]
11019,Tiskal Geometric Cushions Cover,tiskal geometric cushions cover,tiskal geometric cushion cover,[],[]
11020,Pioneerpragati Embroidered Cushions Cover,pioneerpragati embroidered cushions cover,pioneerpragati embroidered cushion cover,[],[]
11021,Madhavs Geometric Cushions Cover,madhavs geometric cushions cover,madhavs geometric cushion cover,[],[]
11022,Craftghar Embroidered Cushions Cover,craftghar embroidered cushions cover,craftghar embroidered cushion cover,[],[]
11023,Voylla Artifictial Enamel Textured Alloy Jewel Set,voylla artifictial enamel textured alloy jewel set,voylla artifictial enamel textured alloy jewel set,[],[]
11024,Zaveri Pearls Traditional Alloy Jewel Set,zaveri pearls traditional alloy jewel set,zaveri pearl traditional alloy jewel set,[],[]
11025,Aakar Floral Cushions Cover,aakar floral cushions cover,aakar floral cushion cover,[],[]
11026,AAKAR Cartoon Cushions Cover,aakar cartoon cushions cover,aakar cartoon cushion cover,[],[]
11027,Shopkeeda Abstract Cushions Cover,shopkeeda abstract cushions cover,shopkeeda abstract cushion cover,[],[]
11028,Voylla Artifictial Glossy Alloy Jewel Set,voylla artifictial glossy alloy jewel set,voylla artifictial glossy alloy jewel set,[],[]
11029,Classic Fashion Jewels Brass Jewel Set,classic fashion jewels brass jewel set,classic fashion jewel brass jewel set,[],[]
11030,Bombay Dyeing Cotton Hand Towel,bombay dyeing cotton hand towel,bombay dyeing cotton hand towel,[],[]
11031,Young & Forever Alloy Cuff,young  forever alloy cuff,young forever alloy cuff,[],[]
11032,NKP Cotton Hand Towel,nkp cotton hand towel,nkp cotton hand towel,[],[]
11033,Young & Forever Alloy Bracelet,young  forever alloy bracelet,young forever alloy bracelet,[],[]
11034,Topcolor mp548 Mousepad,topcolor mp548 mousepad,topcolor mp548 mousepad,[],[]
11035,lil zizu Girl's Fit and Flare Multicolor Dress,lil zizu girls fit and flare multicolor dress,lil zizu girl fit and flare multicolor dress,[],['girl']
11036,Nilkamal CHR6020 Plastic Outdoor Chair,nilkamal chr6020 plastic outdoor chair,nilkamal chr6020 plastic outdoor chair,[],[]
11037,LILZIZU Girl's Fit and Flare Multicolor Dress,lilzizu girls fit and flare multicolor dress,lilzizu girl fit and flare multicolor dress,[],['girl']
11038,KDS SURGICAL Tripod Walking Stick,kds surgical tripod walking stick,kds surgical tripod walking stick,[],[]
11039,Topcolor mp501 Mousepad,topcolor mp501 mousepad,topcolor mp501 mousepad,[],[]
11040,Trackdeal Girl's Fit and Flare Black Dress,trackdeal girls fit and flare black dress,trackdeal girl fit and flare black dress,['black'],['girl']
11041,Garlynn Girl's Gathered White Dress,garlynn girls gathered white dress,garlynn girl gathered white dress,['white'],['girl']
11042,Hunny Bunny Girl's Sheath Dark Blue Dress,hunny bunny girls sheath dark blue dress,hunny bunny girl sheath dark blue dress,['blue'],['girl']
11043,PrimeLine Oil Painting,primeline oil painting,primeline oil painting,[],[]
11044,"Glitterss Women's White, Beige, Blue Jeggings",glitterss womens white beige blue jeggings,glitter woman white beige blue jeggings,"['beige', 'white', 'blue']",['woman']
11045,Noise Men's Printed Bandana,noise mens printed bandana,noise men printed bandana,[],[]
11046,Lotus Disk Shooter Toy,lotus disk shooter toy,lotus disk shooter toy,[],[]
11047,"Stable Life Soft & Sturdy10 Yoga, Exercise & Gym Green 4 mm",stable life soft  sturdy10 yoga exercise  gym green 4 mm,stable life soft sturdy10 yoga exercise gym green 4 mm,['green'],[]
11048,Do Bhai Canvas Shoes,do bhai canvas shoes,do bhai canvas shoe,[],[]
11049,Hot Wheels Graphic Print Skull Cap,hot wheels graphic print skull cap,hot wheel graphic print skull cap,[],[]
11050,Zaffre's Purple 183 cm Table Runner,zaffres purple 183 cm table runner,zaffres purple 183 cm table runner,['purple'],[]
11051,Simran Handicrafts Solid Wood Tray,simran handicrafts solid wood tray,simran handicraft solid wood tray,[],[]
11052,Klaur Melbourne Canvas Shoes,klaur melbourne canvas shoes,klaur melbourne canvas shoe,[],[]
11053,Enerzy 5 - Piece Bar Set,enerzy 5  piece bar set,enerzy 5 piece bar set,[],[]
11054,VIHA Cotton Embroidered Semi-stitched Salwar Suit Dupatta Material,viha cotton embroidered semistitched salwar suit dupatta material,viha cotton embroidered semistitched salwar suit dupatta material,[],[]
11055,aahnafashion Crepe Printed Kurti Fabric,aahnafashion crepe printed kurti fabric,aahnafashion crepe printed kurti fabric,[],[]
11056,Starmark Educational Building Blocks,starmark educational building blocks,starmark educational building block,[],[]
11057,Fun Blox Fairy Land Dining Set - 148 Pieces,fun blox fairy land dining set  148 pieces,fun blox fairy land dining set 148 piece,[],[]
11058,Raees Wayfarer Sunglasses,raees wayfarer sunglasses,raees wayfarer sunglass,[],[]
11059,Redex Cat-eye Sunglasses,redex cateye sunglasses,redex cateye sunglass,[],[]
11060,Technix Sticky Yoga Sky Blue 4 mm,technix sticky yoga sky blue 4 mm,technix sticky yoga sky blue 4 mm,['blue'],[]
11061,Okane Solid Men's Three Fourths,okane solid mens three fourths,okane solid men three fourth,[],[]
11062,MUCHMORE Alloy Jewel Set,muchmore alloy jewel set,muchmore alloy jewel set,[],[]
11063,MUDIT Resin With Waste Coupling M015 Table Top Basin,mudit resin with waste coupling m015 table top basin,mudit resin with waste coupling m015 table top basin,[],[]
11064,mae Women's Hipster Panty,mae womens hipster panty,mae woman hipster panty,[],['woman']
11065,ELLE Self Design Round Neck Casual Girl's Sweater,elle self design round neck casual girls sweater,elle self design round neck casual girl sweater,[],['girl']
11066,KIDS VILLAGE Applique Round Neck Casual Girl's Sweater,kids village applique round neck casual girls sweater,kid village applique round neck casual girl sweater,[],"['kid', 'girl']"
11067,UFO Self Design Round Neck Casual Girl's Sweater,ufo self design round neck casual girls sweater,ufo self design round neck casual girl sweater,[],['girl']
11068,Pu-Easy Life Monk Strap,pueasy life monk strap,pueasy life monk strap,[],[]
11069,FRICTION Men's Vest,friction mens vest,friction men vest,[],[]
11070,Zacharias Men's Vest,zacharias mens vest,zacharias men vest,[],[]
11071,SM Nutrition Men's Vest,sm nutrition mens vest,sm nutrition men vest,[],[]
11072,Bharatcraft Showpiece  -  5 cm,bharatcraft showpiece    5 cm,bharatcraft showpiece 5 cm,[],[]
11073,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,loreal diarichesse no 5 light brown  pack of 3 with 20 vol 6  developer hair color,loreal diarichesse no 5 light brown pack of 3 with 20 vol 6 developer hair color,['brown'],[]
11074,Bharatcraft Showpiece  -  35 cm,bharatcraft showpiece    35 cm,bharatcraft showpiece 35 cm,[],[]
11075,Krypton Hot Huez Temporary Hair Chalk Hair Color,krypton hot huez temporary hair chalk hair color,krypton hot huez temporary hair chalk hair color,[],[]
11076,Loreal Diarichesse No- 1 Black sort Svart Musta ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,loreal diarichesse no 1 black sort svart musta  pack of 3 with 20 vol 6  developer hair color,loreal diarichesse no 1 black sort svart musta pack of 3 with 20 vol 6 developer hair color,['black'],[]
