,Unnamed: 0,raw,clean,lemmas,color,gender,keywords,topic_number,new_topics,topic_label
11103,11103,TUP Book Cover for Ambrane A 3-7 Plus 7 Inch,tup book cover for ambrane a 37 plus 7 inch,tup book cover for ambrane a 37 plus 7 inch,[],[],book cover tup book inch ,33,1,art
11104,11104,CarSizzler Vehicle Steering Knob,carsizzler vehicle steering knob,carsizzler vehicle steering knob,[],[],vehicle steering steering knob carsizzler vehicle ,221,2,auto
11105,11105,Breakbounce Men's Vest,breakbounce mens vest,breakbounce men vest,[],[],breakbounce men vest breakbounce men ,243,31,mens clothing
11106,11106,Simrit Women's Pyjama,simrit womens pyjama,simrit woman pyjama,[],['woman'],simrit woman pyjama simrit woman ,60,13,womens footwear
11107,11107,United United Magic Silver 5 Ltr 5 L Pressure Cooker,united united magic silver 5 ltr 5 l pressure cooker,united united magic silver 5 ltr 5 l pressure cooker,['silver'],[],united magic pressure cooker magic silver ,-1,-1,unknown
11108,11108,Toddla Full Sleeve Solid Girl's Jacket,toddla full sleeve solid girls jacket,toddla full sleeve solid girl jacket,[],['girl'],full sleeve girl jacket toddla full ,86,16,clothing
11109,11109,ATHENA Women's Wrap Dress,athena womens wrap dress,athena woman wrap dress,[],['woman'],woman wrap wrap dress athena woman ,-1,-1,unknown
11110,11110,RED HORSE Canvas Shoes,red horse canvas shoes,red horse canvas shoe,['red'],[],horse canvas canvas shoe red horse ,223,1,art
11111,11111,"FashionPedia Canvas Shoes, Sneakers",fashionpedia canvas shoes sneakers,fashionpedia canvas shoe sneaker,[],[],canvas shoe shoe sneaker fashionpedia canvas ,223,1,art
11112,11112,Relaxfeel Floral Single Dohar White,relaxfeel floral single dohar white,relaxfeel floral single dohar white,['white'],[],floral single dohar white relaxfeel floral ,53,3,home goods
11113,11113,Tara Lifestyle Slim Fit Boy's Jeans,tara lifestyle slim fit boys jeans,tara lifestyle slim fit boy jean,[],['boy'],lifestyle slim boy jean tara lifestyle ,54,31,mens clothing
11114,11114,Rajdoot Casuals,rajdoot casuals,rajdoot casuals,[],[],casuals rajdoot rajdoot casuals ,220,32,clothing
11115,11115,Yes Zone Regular Fit Boy's Jeans,yes zone regular fit boys jeans,yes zone regular fit boy jean,[],['boy'],regular fit zone regular boy jean ,54,31,mens clothing
11116,11116,Nivia School Lace Up Shoes,nivia school lace up shoes,nivia school lace up shoe,[],[],nivia school lace nivia school ,-1,-1,unknown
11117,11117,Miss Clyra Women's Brief Panty,miss clyra womens brief panty,miss clyra woman brief panty,[],['woman'],miss clyra woman miss clyra ,-1,-1,unknown
11118,11118,Selfcare Women's Thong Panty,selfcare womens thong panty,selfcare woman thong panty,[],['woman'],woman thong thong panty selfcare woman ,283,5,womens clothing
11119,11119,YK Regular Fit Boy's Jeans,yk regular fit boys jeans,yk regular fit boy jean,[],['boy'],fit boy regular fit boy jean ,54,31,mens clothing
11120,11120,i-Sports Bellies,isports bellies,isports belly,[],[],belly isports isports belly ,127,5,womens clothing
11121,11121,SUNWIN Women's Pyjama,sunwin womens pyjama,sunwin woman pyjama,[],['woman'],sunwin woman pyjama sunwin woman ,60,13,womens footwear
11122,11122,Chazer Running Shoes,chazer running shoes,chazer running shoe,[],[],chazer running shoe chazer running ,118,6,footwear
11123,11123,INDIRANG Sleeveless Solid Girl's Jacket,indirang sleeveless solid girls jacket,indirang sleeveless solid girl jacket,[],['girl'],sleeveless solid girl jacket indirang sleeveless ,86,16,clothing
11124,11124,Bio kid Full Sleeve Printed Girl's Sweatshirt,bio kid full sleeve printed girls sweatshirt,bio kid full sleeve printed girl sweatshirt,[],"['kid', 'girl']",kid full girl sweatshirt bio kid ,-1,-1,unknown
11125,11125,Naisha Canvas Shoes,naisha canvas shoes,naisha canvas shoe,[],[],naisha canvas shoe naisha canvas ,223,1,art
11126,11126,Spick Cricket Shoes,spick cricket shoes,spick cricket shoe,[],[],spick cricket shoe spick cricket ,23,14,womens footwear
11127,11127,UFO Full Sleeve Solid Girl's Jacket,ufo full sleeve solid girls jacket,ufo full sleeve solid girl jacket,[],['girl'],full sleeve girl jacket ufo full ,86,16,clothing
11128,11128,Amante Women's Boy Short Panty,amante womens boy short panty,amante woman boy short panty,[],"['boy', 'woman']",woman boy short panty amante woman ,283,5,womens clothing
11129,11129,Force 10 By Liberty Slip On,force 10 by liberty slip on,force 10 by liberty slip on,[],[],liberty liberty slip force ,109,6,footwear
11130,11130,American Swan V-neck Solid Men's Pullover,american swan vneck solid mens pullover,american swan vneck solid men pullover,[],[],swan vneck men pullover american swan ,95,45,clothing
11131,11131,Bodycare Checkered Boy's Boxer,bodycare checkered boys boxer,bodycare checkered boy boxer,[],['boy'],checkered boy boy boxer bodycare checkered ,62,21,watches
11132,11132,ortel earphone83 Earphone Cable Organizer,ortel earphone83 earphone cable organizer,ortel earphone83 earphone cable organizer,[],[],cable organizer earphone cable ortel ,235,10,electronics
11133,11133,Nite Flite Women's Pyjama,nite flite womens pyjama,nite flite woman pyjama,[],['woman'],flite woman woman pyjama nite flite ,60,13,womens footwear
11134,11134,TOUCHWOOD Noble Light Black Sports Running Shoes,touchwood noble light black sports running shoes,touchwood noble light black sport running shoe,['black'],[],noble light running shoe touchwood noble ,-1,-1,unknown
11135,11135,United 5 L Pressure Cooker,united 5 l pressure cooker,united 5 l pressure cooker,[],[],cooker pressure cooker united ,130,9,home goods
11136,11136,"Lolaski Sleeveless Striped Women's, Girl's Denim Jacket",lolaski sleeveless striped womens girls denim jacket,lolaski sleeveless striped woman girl denim jacket,[],"['girl', 'woman']",sleeveless striped denim jacket lolaski sleeveless ,86,16,clothing
11137,11137,Cutecumber Sleeveless Animal Print Girl's Jacket,cutecumber sleeveless animal print girls jacket,cutecumber sleeveless animal print girl jacket,[],['girl'],sleeveless animal girl jacket cutecumber sleeveless ,86,16,clothing
11138,11138,Wilkins & Tuscany Regular Fit Boy's Jeans,wilkins  tuscany regular fit boys jeans,wilkins tuscany regular fit boy jean,[],['boy'],tuscany regular boy jean wilkins tuscany ,-1,-1,unknown
11139,11139,United 3 L Pressure Cooker,united 3 l pressure cooker,united 3 l pressure cooker,[],[],cooker pressure cooker united ,130,9,home goods
11140,11140,Lilpicks Couture Full Sleeve Floral Print Girl's Jacket,lilpicks couture full sleeve floral print girls jacket,lilpicks couture full sleeve floral print girl jacket,[],['girl'],couture full girl jacket lilpicks couture ,-1,-1,unknown
11141,11141,"Lolaski Sleeveless Self Design Girl's, Women's Jacket",lolaski sleeveless self design girls womens jacket,lolaski sleeveless self design girl woman jacket,[],"['girl', 'woman']",design girl woman jacket lolaski sleeveless ,86,16,clothing
11142,11142,Cristiano Ronaldo - Great Soccer player of Real madrid Team Poster Paper Print,cristiano ronaldo  great soccer player of real madrid team poster paper print,cristiano ronaldo great soccer player of real madrid team poster paper print,[],[],ronaldo great paper print cristiano ronaldo ,-1,-1,unknown
11143,11143,ATHENA Women's Maxi Dress,athena womens maxi dress,athena woman maxi dress,[],['woman'],woman maxi maxi dress athena woman ,155,-1,unknown
11144,11144,"Lolaski Sleeveless Striped Girl's, Women's Jacket",lolaski sleeveless striped girls womens jacket,lolaski sleeveless striped girl woman jacket,[],"['girl', 'woman']",sleeveless striped woman jacket lolaski sleeveless ,86,16,clothing
11145,11145,Kal Se Daru Band Paper Print,kal se daru band paper print,kal se daru band paper print,[],[],band paper daru band paper print ,-1,-1,unknown
11146,11146,United United Hard andiosed 3in1 (cooker+strainer+server) 5ltr 5 L Pressure Cooker,united united hard andiosed 3in1 cookerstrainerserver 5ltr 5 l pressure cooker,united united hard andiosed 3in1 cookerstrainerserver 5ltr 5 l pressure cooker,[],[],united hard pressure cooker hard andiosed ,130,9,home goods
11147,11147,Monte Carlo Round Neck Printed Men's Pullover,monte carlo round neck printed mens pullover,monte carlo round neck printed men pullover,[],[],carlo round men pullover monte carlo ,42,45,clothing
11148,11148,ortel earphone64 Earphone Cable Organizer,ortel earphone64 earphone cable organizer,ortel earphone64 earphone cable organizer,[],[],cable organizer earphone cable ortel ,235,10,electronics
11149,11149,Asian Lace Up Shoes,asian lace up shoes,asian lace up shoe,[],[],shoe asian asian lace ,23,14,womens footwear
11150,11150,Vijayanti International Shin Guard,vijayanti international shin guard,vijayanti international shin guard,[],[],international shin shin guard vijayanti international ,-1,-1,unknown
11151,11151,BALAJI EXPORTS Bottled Wine Cooler,balaji exports bottled wine cooler,balaji export bottled wine cooler,[],[],export bottled wine cooler balaji export ,148,-1,unknown
11152,11152,Super Hornet Fighter Aircraft Poster Paper Print,super hornet fighter aircraft poster paper print,super hornet fighter aircraft poster paper print,[],[],hornet fighter paper print super hornet ,92,7,clothing
11153,11153,Space Casuals,space casuals,space casuals,[],[],casuals space space casuals ,220,32,clothing
11154,11154,L&T Tripper BA10100C MCB,lt tripper ba10100c mcb,lt tripper ba10100c mcb,[],[],tripper mcb ,-1,-1,unknown
11155,11155,Sonaxo School Lace Up Shoes,sonaxo school lace up shoes,sonaxo school lace up shoe,[],[],sonaxo school lace sonaxo school ,-1,-1,unknown
11156,11156,Flat n Heels Canvas Shoes,flat n heels canvas shoes,flat n heel canvas shoe,[],[],flat heel canvas canvas shoe ,223,1,art
11157,11157,Siemens 5SL Betagard 5SL MCB,siemens 5sl betagard 5sl mcb,siemens 5sl betagard 5sl mcb,[],[],mcb betagard siemens ,-1,-1,unknown
11158,11158,Xpert School Shoes,xpert school shoes,xpert school shoe,[],[],xpert school shoe xpert school ,-1,-1,unknown
11159,11159,Mankoose Regular fit Fit Boy's Jeans,mankoose regular fit fit boys jeans,mankoose regular fit fit boy jean,[],['boy'],regular fit boy jean mankoose regular ,-1,-1,unknown
11160,11160,Pu-Right Tennis-Black School Shoes,puright tennisblack school shoes,puright tennisblack school shoe,[],[],tennisblack school school shoe puright tennisblack ,23,14,womens footwear
11161,11161,BelleGirl Floral Print Baby Girl's Boxer,bellegirl floral print baby girls boxer,bellegirl floral print baby girl boxer,[],"['girl', 'baby']",floral print girl boxer bellegirl floral ,-1,-1,unknown
11162,11162,ortel earphone51 Earphone Cable Organizer,ortel earphone51 earphone cable organizer,ortel earphone51 earphone cable organizer,[],[],cable organizer earphone cable ortel ,235,10,electronics
11163,11163,Lovely Chick Canvas Shoes,lovely chick canvas shoes,lovely chick canvas shoe,[],[],chick canvas canvas shoe lovely chick ,223,1,art
11164,11164,Quechua MOD TECHFRESH Girl's Cargos,quechua mod techfresh girls cargos,quechua mod techfresh girl cargo,[],['girl'],mod techfresh girl cargo quechua mod ,177,12,unknown
11165,11165,Axcess replacement adapter for X-box One Gaming Adapter,axcess replacement adapter for xbox one gaming adapter,axcess replacement adapter for xbox one gaming adapter,[],[],gaming adapter replacement adapter axcess replacement ,196,10,electronics
11166,11166,scarlet tanager bird normal POSTER Paper Print,scarlet tanager bird normal poster paper print,scarlet tanager bird normal poster paper print,[],[],tanager bird paper print scarlet tanager ,-1,-1,unknown
11167,11167,V3Squared V-neck Solid Men's Pullover,v3squared vneck solid mens pullover,v3squared vneck solid men pullover,[],[],solid men men pullover vneck solid ,42,45,clothing
11168,11168,Rex Monk Strap,rex monk strap,rex monk strap,[],[],rex monk strap rex monk ,-1,-1,unknown
11169,11169,good-night-angel-sleep-well-pics Paper Print,goodnightangelsleepwellpics paper print,goodnightangelsleepwellpics paper print,[],[],goodnightangelsleepwellpics paper print goodnightangelsleepwellpics paper ,-1,-1,unknown
11170,11170,A-maze ampolka-001pink Umbrella,amaze ampolka001pink umbrella,amaze ampolka001pink umbrella,[],[],umbrella amaze ,-1,-1,unknown
11171,11171,Home Genie Combo of Finger Separator & Nail Filer,home genie combo of finger separator  nail filer,home genie combo of finger separator nail filer,[],[],genie combo nail filer home genie ,204,-1,unknown
11172,11172,Bada Saab Juniors Regular Fit Boy's Jeans,bada saab juniors regular fit boys jeans,bada saab junior regular fit boy jean,[],['boy'],saab junior boy jean bada saab ,-1,-1,unknown
11173,11173,Ajanta SkolAr Casuals,ajanta skolar casuals,ajanta skolar casuals,[],[],ajanta skolar casuals ajanta skolar ,220,32,clothing
11174,11174,ortel earphone21 Earphone Cable Organizer,ortel earphone21 earphone cable organizer,ortel earphone21 earphone cable organizer,[],[],cable organizer earphone cable ortel ,235,10,electronics
11175,11175,Ocean India Regular Fit Fit Boy's Jeans,ocean india regular fit fit boys jeans,ocean india regular fit fit boy jean,[],['boy'],india regular boy jean ocean india ,-1,-1,unknown
11176,11176,vinay 1pen +1 refille Ball Pen,vinay 1pen 1 refille ball pen,vinay 1pen 1 refille ball pen,[],[],ball pen refille ball vinay ,121,1,art
11177,11177,Fs Mini Klub Baby Boy's Woven Casual Shirt,fs mini klub baby boys woven casual shirt,f mini klub baby boy woven casual shirt,[],"['boy', 'baby']",klub baby mini klub casual shirt ,195,23,athletics
11178,11178,Vero Moda Women's Maxi Dress,vero moda womens maxi dress,vero moda woman maxi dress,[],['woman'],moda woman maxi dress vero moda ,177,12,unknown
11179,11179,Day By Day Men's Top,day by day mens top,day by day men top,[],[],top day men men top ,-1,-1,unknown
11180,11180,Pu-Easy Life Lace Up Shoes,pueasy life lace up shoes,pueasy life lace up shoe,[],[],pueasy life lace pueasy life ,23,14,womens footwear
11181,11181,Cotton On Kids Baby Boy's Printed Casual Shirt,cotton on kids baby boys printed casual shirt,cotton on kid baby boy printed casual shirt,[],"['kid', 'boy', 'baby']",baby boy kid baby casual shirt ,62,21,watches
11182,11182,Antshrike Men's Pyjama,antshrike mens pyjama,antshrike men pyjama,[],[],antshrike men pyjama antshrike men ,276,12,unknown
11183,11183,Rex School Shoes,rex school shoes,rex school shoe,[],[],rex school shoe rex school ,-1,-1,unknown
11184,11184,BRECKEN PAUL DESIGNER Ball Pen,brecken paul designer ball pen,brecken paul designer ball pen,[],[],paul designer ball pen brecken paul ,121,1,art
11185,11185,EthnicQueen Women's A-line Dress,ethnicqueen womens aline dress,ethnicqueen woman aline dress,[],['woman'],woman aline aline dress ethnicqueen woman ,34,33,womens clothing
11186,11186,Clench Skinny Fit Boy's Jeans,clench skinny fit boys jeans,clench skinny fit boy jean,[],['boy'],skinny fit boy jean clench skinny ,54,31,mens clothing
11187,11187,Rosaline by Zivame - Pro Women's Full Coverage Bra,rosaline by zivame  pro womens full coverage bra,rosaline by zivame pro woman full coverage bra,[],['woman'],pro woman zivame pro coverage bra ,11,39,womens clothing
11188,11188,ortel earphone70 Earphone Cable Organizer,ortel earphone70 earphone cable organizer,ortel earphone70 earphone cable organizer,[],[],cable organizer earphone cable ortel ,235,10,electronics
11189,11189,Portia Hat,portia hat,portia hat,[],[],hat portia portia hat ,285,3,home goods
11190,11190,Coucou by Zivame - Pro Women's T-Shirt Bra,coucou by zivame  pro womens tshirt bra,coucou by zivame pro woman tshirt bra,[],['woman'],pro woman zivame pro tshirt bra ,-1,-1,unknown
11191,11191,Amante Women's Thong Panty,amante womens thong panty,amante woman thong panty,[],['woman'],woman thong thong panty amante woman ,283,5,womens clothing
11192,11192,Gravolite Meditation Yoga Blocks,gravolite meditation yoga blocks,gravolite meditation yoga block,[],[],meditation yoga yoga block gravolite meditation ,227,37,health wellness
11193,11193,Beebay Baby Boy's Checkered Casual Shirt,beebay baby boys checkered casual shirt,beebay baby boy checkered casual shirt,[],"['boy', 'baby']",baby boy casual shirt beebay baby ,62,21,watches
